Id,Name,Version,Description,Supplier,ExecutableProperty,Licenses,Copyright,MatchType,CriticalVulnerabilityCount,HighVulnerabilityCount,MediumVulnerabilityCount,LowVulnerabilityCount,NoneVulnerabilityCount,NumberOfVersionsSinceLastUpdate,NewestVersionReleaseDate,NewestVersion,Outdated,ReleaseDate,RiskScore,Severity,Locations,PackageRepository,IsMalicious,IsDirectDependency,IsDevelopmentDependency,IsTestDependency,IsNpmVerified,IsViolatingPolicy,UsageType,DependencyType,VulnerabilityCount,IsPrivatePackage,PackagePaths,NextVersionWithoutVulnerabilities,LatestVersionWithoutVulnerabilities,NextRecommendedMoreSecureVersion,LatestRecommendedMoreSecureVersion,PackageState,PackageStateValue,PackageStateLastUpdateDate,PackageStateLastUpdateUser,PackageStateLastUpdateComment
"Maven-com.google.api.grpc:proto-google-common-protos-2.59.2","com.google.api.grpc:proto-google-common-protos","2.59.2",,"SonaType","No",["Apache 2.0"],"Copyright 2018 Google LLC;Copyright 2025 Google LLC","Filename",0,0,0,0,0,20,2026-04-14T02:35:00.000Z,"2.70.0",True,2025-07-22T19:26:00.000Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Used","Transitive",0,False,[[{"Id":"Maven-io.grpc:grpc-protobuf-1.76.0";"Name":"io.grpc:grpc-protobuf";"Version":"1.76.0";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-com.google.api.grpc:proto-google-common-protos-2.59.2";"Name":"com.google.api.grpc:proto-google-common-protos";"Version":"2.59.2";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-com.google.code.findbugs:jsr305-3.0.2","com.google.code.findbugs:jsr305","3.0.2",,"Redhat,SonaType","No",["Apache 2.0"],,"Filename",0,0,0,0,0,10,2025-09-09T03:50:16.000Z,"3.0.2.redhat-00020",True,2017-03-31T10:55:30.000Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Used","Transitive",0,False,[[{"Id":"Maven-io.grpc:grpc-protobuf-1.76.0";"Name":"io.grpc:grpc-protobuf";"Version":"1.76.0";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-com.google.code.findbugs:jsr305-3.0.2";"Name":"com.google.code.findbugs:jsr305";"Version":"3.0.2";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-com.google.code.gson:gson-2.13.1","com.google.code.gson:gson","2.13.1",,"SonaType","No",["Apache 2.0"],"Copyright 2008 Google LLC;Copyright (C) 2008 Google Inc.;Copyright (C) 2009 Google Inc.;Copyright (C) 2022 Google Inc.;Copyright (C) 2010 Google Inc.;Copyright (C) 2021 Google Inc.;Copyright (C) 2011 Google Inc.;Copyright (C) 2014 Google Inc.;Copyright (C) 2017 The Gson authors;Copyright (C) 2010 The Android Open Source Project;Copyright (C) 2012 Google Inc.;Copyright (C) 2018 Google Inc.;Copyright (C) 2024 Google Inc.;Copyright (C) 2020 Google Inc.;Copyright (C) 2015 Google Inc.;Copyright (C) 2018 The Gson authors","Filename",0,0,0,0,0,3,2026-04-23T19:01:00.000Z,"2.14.0",True,2025-04-24T01:05:20.482Z,0,"NONE",["pom.xml"],"Maven",False,True,False,False,False,False,"Unused","Direct",0,False,[],,,,,"Monitored",,,,
"Maven-com.google.errorprone:error_prone_annotations-2.36.0","com.google.errorprone:error_prone_annotations","2.36.0",,"SonaType","No",["Apache 2.0"],"Copyright 2015 The Error Prone Authors.;Copyright 2017 The Error Prone Authors.;Copyright 2016 The Error Prone Authors.;Copyright 2021 The Error Prone Authors.;Copyright 2014 The Error Prone Authors.;Copyright 2023 The Error Prone Authors.","Filename",0,0,0,0,0,17,2026-04-07T10:55:00.000Z,"2.49.0",True,2024-11-19T00:42:46.802Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Potentially","Transitive",0,False,[[{"Id":"Maven-io.grpc:grpc-stub-1.76.0";"Name":"io.grpc:grpc-stub";"Version":"1.76.0";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-com.google.errorprone:error_prone_annotations-2.36.0";"Name":"com.google.errorprone:error_prone_annotations";"Version":"2.36.0";"IsResolved":true;"IsDevelopment":false}];[{"Id":"Maven-net.devh:grpc-client-spring-boot-starter-3.1.0.RELEASE";"Name":"net.devh:grpc-client-spring-boot-starter";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-netty-shaded-1.76.0";"Name":"io.grpc:grpc-netty-shaded";"Version":"1.76.0";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-com.google.errorprone:error_prone_annotations-2.36.0";"Name":"com.google.errorprone:error_prone_annotations";"Version":"2.36.0";"IsResolved":true;"IsDevelopment":false}];[{"Id":"Maven-net.devh:grpc-server-spring-boot-starter-3.1.0.RELEASE";"Name":"net.devh:grpc-server-spring-boot-starter";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-netty-shaded-1.76.0";"Name":"io.grpc:grpc-netty-shaded";"Version":"1.76.0";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-com.google.errorprone:error_prone_annotations-2.36.0";"Name":"com.google.errorprone:error_prone_annotations";"Version":"2.36.0";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-com.google.guava:failureaccess-1.0.3","com.google.guava:failureaccess","1.0.3",,"SonaType","No",["Apache 2.0"],"Copyright (C) 2018 The Guava Authors","Filename",0,0,0,0,0,0,,,False,2025-03-19T16:15:50.983Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Potentially","Transitive",0,False,[[{"Id":"Maven-tools.jackson.datatype:jackson-datatype-guava-3.1.0";"Name":"tools.jackson.datatype:jackson-datatype-guava";"Version":"3.1.0";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-com.google.guava:guava-33.5.0-jre";"Name":"com.google.guava:guava";"Version":"33.5.0-jre";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-com.google.guava:failureaccess-1.0.3";"Name":"com.google.guava:failureaccess";"Version":"1.0.3";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-com.google.guava:guava-33.5.0-jre","com.google.guava:guava","33.5.0-jre",,"SonaType","No",["Apache 2.0"],"Copyright (C) 2010 The Guava Authors;Copyright (C) 2009 The Guava Authors;Copyright (C) 2006 The Guava Authors;Copyright (C) 2007 The Guava Authors;Copyright (C) 2008 The Guava Authors;Copyright (C) 2016 The Guava Authors;Copyright 2019 The Guava Authors;Copyright (C) 2019 The Guava Authors;Copyright (C) 2020 The Guava Authors;Copyright (C) 2014 The Guava Authors;Copyright (C) 2021 The Guava Authors;Copyright (C) 2012 The Guava Authors;Copyright (C) 2015 The Guava Authors;Copyright (C) 2013 The Guava Authors;Copyright (C) 2018 The Guava Authors;Copyright (C) 2017 The Guava Authors;Copyright 2011 Google Inc. All Rights Reserved.;Copyright (C) 2011 The Guava Authors.;Copyright (C) 2005 The Guava Authors;Copyright (C) 2024 The Guava Authors;Copyright (C) 2023 The Guava Authors","Filename",0,0,0,0,0,2,2026-04-14T18:13:00.000Z,"33.6.0-jre",True,2025-09-17T20:19:00.000Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Used","Transitive",0,False,[[{"Id":"Maven-tools.jackson.datatype:jackson-datatype-guava-3.1.0";"Name":"tools.jackson.datatype:jackson-datatype-guava";"Version":"3.1.0";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-com.google.guava:guava-33.5.0-jre";"Name":"com.google.guava:guava";"Version":"33.5.0-jre";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-com.google.guava:listenablefuture-9999.0-empty-to-avoid-conflict-with-guava","com.google.guava:listenablefuture","9999.0-empty-to-avoid-conflict-with-guava",,"Redhat,SonaType","No",["Apache 2.0"],,"Filename",0,0,0,0,0,0,,,False,2018-09-11T19:40:43.000Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Package source code not available","Transitive",0,False,[[{"Id":"Maven-tools.jackson.datatype:jackson-datatype-guava-3.1.0";"Name":"tools.jackson.datatype:jackson-datatype-guava";"Version":"3.1.0";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-com.google.guava:guava-33.5.0-jre";"Name":"com.google.guava:guava";"Version":"33.5.0-jre";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-com.google.guava:listenablefuture-9999.0-empty-to-avoid-conflict-with-guava";"Name":"com.google.guava:listenablefuture";"Version":"9999.0-empty-to-avoid-conflict-with-guava";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-com.google.protobuf:protobuf-java-3.25.5","com.google.protobuf:protobuf-java","3.25.5",,"SonaType","No",["BSD 3"],"Copyright 2008 Google Inc. All rights reserved.","Filename",0,0,0,0,0,33,2026-03-20T17:18:00.000Z,"4.34.1",True,2024-09-18T22:48:19.061Z,0,"NONE",["pom.xml"],"Maven",False,True,False,False,False,False,"Unused","Direct",0,False,[],,,,,"Monitored",,,,
"Maven-com.google.protobuf:protobuf-java-util-3.25.3","com.google.protobuf:protobuf-java-util","3.25.3",,"SonaType","No",["BSD 3"],"Copyright 2008 Google Inc. All rights reserved.","Filename",0,0,0,0,0,46,2026-03-20T17:18:00.000Z,"4.34.1",True,2024-02-15T23:28:18.338Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Unused","Transitive",0,False,[[{"Id":"Maven-net.devh:grpc-server-spring-boot-starter-3.1.0.RELEASE";"Name":"net.devh:grpc-server-spring-boot-starter";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-services-1.63.0";"Name":"io.grpc:grpc-services";"Version":"1.63.0";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-com.google.protobuf:protobuf-java-util-3.25.3";"Name":"com.google.protobuf:protobuf-java-util";"Version":"3.25.3";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-com.h2database:h2-2.2.224","com.h2database:h2","2.2.224",,"SonaType","No",[],"Copyright (c) 2000-2005 Marc Alexander Lehmann <schmorp@schmorp.de>;Copyright (c) 2005 Oren J. Maurice <oymaurice@hazorea.org.il>;Copyright 2004-2023 H2 Group. Multiple-Licensed under the MPL 2.0, and the","Filename",0,0,0,0,0,7,2025-09-24T16:31:00.000Z,"2.4.240",True,2023-09-18T06:59:06.433Z,0,"NONE",["pom.xml"],"Maven",False,True,True,False,False,False,"Unused","Direct",0,False,[],,,,,"Monitored",,,,
"Maven-com.jayway.jsonpath:json-path-2.9.0","com.jayway.jsonpath:json-path","2.9.0",,"SonaType","No",["Apache 2.0"],"Copyright 2017 Jayway;Copyright 2011 the original author or authors.","Filename",0,0,0,0,0,5,2026-02-22T18:32:00.000Z,"3.0.0",True,2024-01-20T10:04:54.808Z,0,"NONE",["pom.xml"],"Maven",False,False,True,False,False,False,"Unused","Transitive",0,False,[[{"Id":"Maven-org.springframework.boot:spring-boot-starter-test-3.4.6";"Name":"org.springframework.boot:spring-boot-starter-test";"Version":"3.4.6";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-com.jayway.jsonpath:json-path-2.9.0";"Name":"com.jayway.jsonpath:json-path";"Version":"2.9.0";"IsResolved":true;"IsDevelopment":true}]],,,,,"Monitored",,,,
"Maven-com.sun.istack:istack-commons-runtime-4.1.1","com.sun.istack:istack-commons-runtime","4.1.1",,"SonaType","No",[],"Copyright (c) 1997, 2022 Oracle and/or its affiliates. All rights reserved.;Copyright (c) 1997, 2021 Oracle and/or its affiliates. All rights reserved.;Copyright (c) 2019, 2022 Oracle and/or its affiliates. All rights reserved.","Filename",0,0,0,0,0,5,2023-04-14T11:32:35.000Z,"4.2.0",True,2022-03-28T11:12:43.000Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Potentially","Transitive",0,False,[[{"Id":"Maven-org.hibernate.orm:hibernate-core-6.5.2.Final";"Name":"org.hibernate.orm:hibernate-core";"Version":"6.5.2.Final";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-org.glassfish.jaxb:jaxb-runtime-4.0.2";"Name":"org.glassfish.jaxb:jaxb-runtime";"Version":"4.0.2";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-org.glassfish.jaxb:jaxb-core-4.0.2";"Name":"org.glassfish.jaxb:jaxb-core";"Version":"4.0.2";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-com.sun.istack:istack-commons-runtime-4.1.1";"Name":"com.sun.istack:istack-commons-runtime";"Version":"4.1.1";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-com.vaadin.external.google:android-json-0.0.20131108.vaadin1","com.vaadin.external.google:android-json","0.0.20131108.vaadin1",,"SonaType","No",["Apache 2.0"],"Copyright (C) 2010 The Android Open Source Project","Filename",0,0,0,0,0,0,,,False,2014-02-28T12:44:59.000Z,0,"NONE",["pom.xml"],"Maven",False,False,True,False,False,False,"Unused","Transitive",0,False,[[{"Id":"Maven-org.springframework.boot:spring-boot-starter-test-3.4.6";"Name":"org.springframework.boot:spring-boot-starter-test";"Version":"3.4.6";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-org.skyscreamer:jsonassert-1.5.3";"Name":"org.skyscreamer:jsonassert";"Version":"1.5.3";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-com.vaadin.external.google:android-json-0.0.20131108.vaadin1";"Name":"com.vaadin.external.google:android-json";"Version":"0.0.20131108.vaadin1";"IsResolved":true;"IsDevelopment":true}]],,,,,"Monitored",,,,
"Maven-com.zaxxer:HikariCP-5.1.0","com.zaxxer:HikariCP","5.1.0",,"SonaType","No",["Apache 2.0"],"Copyright (C) 2013,2014 Brett Wooldridge;Copyright (C) 2015 Brett Wooldridge;Copyright (C) 2013 Brett Wooldridge;Copyright (C) 2013, 2014 Brett Wooldridge;Copyright (C) 2016 Brett Wooldridge;Copyright (C) 2014 Brett Wooldridge;Copyright (C) 2017 Brett Wooldridge;Copyright (C) 2019 Brett Wooldridge","Filename",0,0,0,0,0,11,2025-08-19T11:52:00.000Z,"7.0.2",True,2023-11-04T12:47:31.670Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Unused","Transitive",0,False,[[{"Id":"Maven-org.springframework.boot:spring-boot-starter-data-jpa-3.4.6";"Name":"org.springframework.boot:spring-boot-starter-data-jpa";"Version":"3.4.6";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-org.springframework.boot:spring-boot-starter-jdbc-3.4.6";"Name":"org.springframework.boot:spring-boot-starter-jdbc";"Version":"3.4.6";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-com.zaxxer:HikariCP-5.1.0";"Name":"com.zaxxer:HikariCP";"Version":"5.1.0";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-commons-codec:commons-codec-1.17.2","commons-codec:commons-codec","1.17.2",,"SonaType","No",["Apache 2.0"],"Copyright 2002-2025 The Apache Software Foundation;Copyright 2002-2024 The Apache Software Foundation;Copyright (c) 2004-2006 Intel Corporation","Filename",0,0,0,0,0,9,2026-04-19T11:13:00.000Z,"1.22.0",True,2024-12-28T14:16:44.000Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Unused","Transitive",0,False,[[{"Id":"Maven-org.apache.httpcomponents:httpclient-4.5.13";"Name":"org.apache.httpcomponents:httpclient";"Version":"4.5.13";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-commons-codec:commons-codec-1.17.2";"Name":"commons-codec:commons-codec";"Version":"1.17.2";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-commons-logging:commons-logging-1.2","commons-logging:commons-logging","1.2",,"Redhat,SonaType","No",["Apache 2.0"],"Copyright 2018 Red Hat, Inc., and individual contributors;Copyright 2003-2014 The Apache Software Foundation","Filename",0,0,0,0,0,22,2026-03-08T12:37:00.000Z,"1.3.6",True,2014-07-05T20:11:54.000Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Unused","Transitive",0,False,[[{"Id":"Maven-org.apache.httpcomponents:httpclient-4.5.13";"Name":"org.apache.httpcomponents:httpclient";"Version":"4.5.13";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-commons-logging:commons-logging-1.2";"Name":"commons-logging:commons-logging";"Version":"1.2";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
